               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/insan_mAP,metrics/otomobil_mAP,metrics/motorsiklet_mAP,  metrics/otobus_mAP,  metrics/kamyon_mAP,metrics/diger_kara_araclari_mAP,metrics/rayli_tasit_mAP,metrics/deniz_tasiti_mAP,metrics/insan_mAP_50,metrics/otomobil_mAP_50,metrics/motorsiklet_mAP_50,metrics/otobus_mAP_50,metrics/kamyon_mAP_50,metrics/diger_kara_araclari_mAP_50,metrics/rayli_tasit_mAP_50,metrics/deniz_tasiti_mAP_50
                 226,            0.015881,           0.0056787,          0.00081988,             0.92489,             0.90065,             0.92998,             0.76191,            0.015812,           0.0049747,          0.00098397,            0.001088,            0.001088,            0.001088,             0.58566,             0.85957,             0.46471,             0.80582,             0.86161,             0.85118,             0.79802,             0.86871,              0.8963,             0.99078,             0.78658,             0.91574,             0.97109,             0.95475,             0.94636,             0.97824
                 227,            0.015546,           0.0056547,          0.00078876,             0.92614,             0.90033,             0.92999,             0.76171,             0.01582,           0.0049755,          0.00098248,           0.0010786,           0.0010786,           0.0010786,             0.58553,             0.85938,             0.46493,             0.80622,             0.86151,             0.85036,             0.79678,             0.86893,             0.89642,             0.99071,             0.78661,             0.91591,             0.97103,             0.95471,             0.94642,             0.97813
                 228,            0.015544,           0.0056695,          0.00079499,             0.92629,             0.90045,             0.93004,             0.76174,             0.01582,           0.0049762,          0.00098063,           0.0010692,           0.0010692,           0.0010692,             0.58554,             0.85933,             0.46504,             0.80594,             0.86166,             0.85103,             0.79572,             0.86968,             0.89644,             0.99084,             0.78677,              0.9161,             0.97093,             0.95478,             0.94633,             0.97811
                 229,            0.015545,           0.0055103,          0.00081238,             0.92671,             0.89993,             0.93004,             0.76179,            0.015834,           0.0049768,           0.0009784,           0.0010598,           0.0010598,           0.0010598,             0.58563,              0.8594,             0.46474,             0.80555,             0.86152,             0.85112,              0.7967,             0.86965,             0.89644,             0.99081,             0.78681,             0.91623,             0.97083,             0.95483,              0.9462,             0.97817
                 230,            0.015603,            0.005714,          0.00081831,             0.92592,             0.90085,             0.93012,             0.76188,            0.015827,           0.0049781,          0.00097704,           0.0010505,           0.0010505,           0.0010505,             0.58562,             0.85953,             0.46518,             0.80516,             0.86131,             0.85123,             0.79796,             0.86908,             0.89634,             0.99083,             0.78681,             0.91638,             0.97085,             0.95485,             0.94639,             0.97846
                 231,            0.015599,           0.0056492,          0.00079702,             0.92581,             0.90066,             0.93013,             0.76209,            0.015837,           0.0049786,          0.00097476,           0.0010411,           0.0010411,           0.0010411,             0.58589,             0.85937,             0.46516,             0.80596,              0.8617,             0.85035,              0.7989,             0.86939,             0.89633,             0.99086,             0.78702,             0.91652,              0.9708,             0.95486,             0.94626,             0.97836
                 232,            0.015472,             0.00554,          0.00077041,             0.92565,             0.90155,             0.93014,             0.76236,            0.015848,           0.0049793,          0.00097249,           0.0010317,           0.0010317,           0.0010317,             0.58578,             0.85917,              0.4652,             0.80579,             0.86185,             0.85163,             0.79921,             0.87025,             0.89622,             0.99086,             0.78701,             0.91664,             0.97082,             0.95492,             0.94626,              0.9784
                 233,             0.01534,           0.0055433,          0.00077167,             0.92614,             0.90069,              0.9302,             0.76236,            0.015829,           0.0049803,          0.00097145,           0.0010223,           0.0010223,           0.0010223,             0.58568,             0.85925,             0.46474,             0.80549,             0.86155,               0.852,             0.80117,             0.86899,             0.89616,             0.99073,             0.78714,             0.91684,             0.97099,             0.95502,             0.94633,             0.97837
                 234,            0.015494,           0.0054669,          0.00078859,             0.92441,             0.90281,              0.9302,             0.76216,            0.015825,           0.0049812,          0.00096982,           0.0010129,           0.0010129,           0.0010129,             0.58558,             0.85915,             0.46443,               0.806,             0.86171,             0.85145,             0.79923,             0.86974,              0.8961,             0.99066,             0.78696,             0.91709,             0.97114,             0.95504,             0.94628,             0.97835
                 235,            0.015383,           0.0055321,          0.00078601,             0.92456,             0.90317,             0.93023,             0.76209,            0.015821,           0.0049824,          0.00096762,           0.0010035,           0.0010035,           0.0010035,             0.58552,             0.85944,             0.46405,              0.8061,             0.86153,             0.85113,             0.79923,             0.86976,             0.89616,             0.99068,             0.78693,             0.91719,             0.97116,             0.95509,             0.94631,             0.97834
                 236,            0.015474,           0.0055356,          0.00078521,             0.92437,             0.90339,             0.93035,             0.76206,            0.015821,           0.0049829,           0.0009653,          0.00099413,          0.00099413,          0.00099413,             0.58576,             0.85945,             0.46486,             0.80558,              0.8613,             0.85149,              0.7994,             0.86862,             0.89611,              0.9907,             0.78759,             0.91727,             0.97109,             0.95509,             0.94644,             0.97849
                 237,            0.015371,            0.005541,          0.00078793,             0.92366,             0.90342,             0.93035,             0.76236,            0.015841,           0.0049835,          0.00096247,          0.00098475,          0.00098475,          0.00098475,             0.58602,             0.85955,             0.46523,             0.80567,             0.86163,             0.85202,             0.79942,             0.86932,             0.89611,             0.99067,             0.78756,             0.91748,             0.97115,             0.95513,             0.94643,             0.97829
                 238,            0.015255,           0.0055361,          0.00076252,             0.92396,             0.90468,             0.93026,             0.76241,            0.015852,           0.0049843,           0.0009601,          0.00097536,          0.00097536,          0.00097536,             0.58608,             0.85957,             0.46515,             0.80609,              0.8616,             0.85239,             0.79955,             0.86888,             0.89633,             0.99059,              0.7865,             0.91751,             0.97113,             0.95513,             0.94653,             0.97833
                 239,             0.01532,           0.0055235,          0.00076489,             0.92399,             0.90294,              0.9303,             0.76262,            0.015863,           0.0049851,          0.00095738,          0.00096597,          0.00096597,          0.00096597,              0.5862,             0.85966,             0.46511,             0.80636,             0.86146,             0.85252,             0.79988,             0.86972,             0.89631,             0.99037,             0.78717,             0.91756,             0.97117,             0.95514,              0.9464,             0.97826
                 240,            0.015301,           0.0055022,          0.00077754,             0.92519,             0.90231,              0.9302,             0.76235,            0.015874,           0.0049861,          0.00095508,          0.00095659,          0.00095659,          0.00095659,             0.58644,             0.85925,             0.46521,             0.80674,             0.86129,             0.85182,             0.80004,             0.86801,             0.89646,              0.9904,             0.78638,             0.91761,             0.97112,             0.95518,             0.94645,               0.978
                 241,            0.015388,           0.0055775,          0.00077011,             0.92514,             0.90226,             0.93012,             0.76233,            0.015885,           0.0049867,          0.00095301,           0.0009472,           0.0009472,           0.0009472,             0.58643,              0.8593,             0.46523,             0.80628,               0.861,             0.85127,             0.80005,             0.86911,             0.89633,             0.99039,             0.78628,              0.9175,             0.97105,             0.95517,              0.9463,             0.97791
                 242,            0.015283,           0.0055428,          0.00075439,             0.92497,             0.90244,             0.92996,             0.76236,            0.015878,            0.004988,          0.00095183,          0.00093781,          0.00093781,          0.00093781,             0.58653,             0.85953,             0.46529,             0.80622,             0.86121,             0.85107,                 0.8,             0.86901,             0.89638,             0.99041,             0.78495,             0.91771,             0.97106,             0.95513,             0.94622,             0.97778
                 243,            0.015297,           0.0056469,          0.00073198,             0.92526,             0.90222,             0.92996,             0.76233,            0.015896,           0.0049889,          0.00094874,          0.00092843,          0.00092843,          0.00092843,             0.58642,             0.85934,             0.46544,             0.80653,             0.86092,             0.85177,             0.79998,             0.86822,             0.89647,             0.99038,             0.78496,             0.91758,             0.97095,             0.95513,             0.94634,             0.97788
                 244,             0.01513,           0.0054554,          0.00073311,             0.92503,             0.90262,             0.92998,             0.76209,            0.015908,           0.0049897,          0.00094584,          0.00091904,          0.00091904,          0.00091904,              0.5863,             0.85938,             0.46574,               0.806,             0.86109,             0.85214,             0.79827,              0.8678,             0.89647,             0.99034,             0.78485,             0.91765,             0.97104,              0.9552,             0.94635,             0.97792
                 245,            0.015059,           0.0053941,          0.00072862,             0.92514,             0.90254,             0.93002,              0.7622,            0.015904,           0.0049914,          0.00094373,          0.00090965,          0.00090965,          0.00090965,             0.58643,              0.8594,             0.46521,             0.80601,             0.86086,              0.8521,             0.79978,             0.86785,             0.89644,             0.99032,             0.78488,             0.91789,             0.97106,             0.95522,             0.94642,             0.97793
                 246,            0.015093,           0.0054648,          0.00073916,             0.92473,             0.90268,             0.92998,              0.7621,            0.015892,           0.0049927,          0.00094131,          0.00090027,          0.00090027,          0.00090027,             0.58636,             0.85939,             0.46509,             0.80657,             0.86103,             0.85229,             0.79839,             0.86765,              0.8962,             0.99031,             0.78417,             0.91814,             0.97119,             0.95524,             0.94648,             0.97812
                 247,            0.015025,           0.0055037,          0.00074946,             0.92465,             0.90243,             0.93008,             0.76242,            0.015896,           0.0049941,          0.00093901,          0.00089088,          0.00089088,          0.00089088,             0.58641,             0.85933,             0.46537,             0.80618,             0.86137,             0.85216,             0.80055,             0.86802,             0.89642,             0.99022,             0.78454,             0.91824,             0.97113,             0.95525,             0.94651,             0.97837
                 248,            0.015099,            0.005529,          0.00075546,              0.9247,             0.90255,             0.93023,             0.76238,            0.015896,           0.0049953,          0.00093751,          0.00088149,          0.00088149,          0.00088149,             0.58632,             0.85938,             0.46531,             0.80616,             0.86126,             0.85219,             0.80033,             0.86809,             0.89636,             0.99021,             0.78563,              0.9184,             0.97116,             0.95526,             0.94651,             0.97831
                 249,            0.015007,           0.0055597,          0.00070113,             0.92491,              0.9026,             0.93023,             0.76249,            0.015893,           0.0049967,          0.00093549,          0.00087211,          0.00087211,          0.00087211,              0.5864,             0.85953,             0.46515,             0.80683,             0.86138,             0.85176,             0.80074,             0.86815,             0.89628,             0.99017,             0.78559,             0.91844,             0.97111,             0.95529,             0.94665,             0.97827
                 250,            0.015051,           0.0054943,          0.00071439,             0.92479,             0.90291,             0.93019,             0.76213,            0.015904,           0.0049979,          0.00093343,          0.00086272,          0.00086272,          0.00086272,             0.58616,             0.85934,             0.46464,             0.80644,             0.86123,             0.85195,             0.79972,             0.86753,             0.89597,             0.99016,             0.78576,             0.91821,             0.97114,             0.95531,             0.94678,             0.97818
                 251,            0.014992,           0.0054989,          0.00073264,             0.92493,             0.90279,             0.93025,             0.76257,            0.015911,           0.0049989,          0.00093115,          0.00085333,          0.00085333,          0.00085333,             0.58623,             0.85937,             0.46516,             0.80675,             0.86117,             0.85196,             0.80223,             0.86769,              0.8959,             0.99018,             0.78598,             0.91849,             0.97111,              0.9554,             0.94675,             0.97822
                 252,            0.015024,           0.0055702,          0.00073191,             0.92522,             0.90342,             0.93009,             0.76237,            0.015909,           0.0050006,          0.00092955,          0.00084395,          0.00084395,          0.00084395,             0.58639,             0.85931,             0.46467,             0.80624,             0.86156,             0.85225,             0.80089,             0.86767,             0.89584,             0.99017,             0.78462,             0.91851,             0.97117,             0.95538,             0.94685,             0.97814
                 253,            0.014921,           0.0054073,          0.00070928,              0.9247,             0.90374,             0.93034,             0.76215,            0.015898,           0.0050016,          0.00092783,          0.00083456,          0.00083456,          0.00083456,             0.58654,             0.85941,             0.46387,             0.80633,              0.8617,             0.85234,             0.80018,             0.86687,             0.89598,             0.99016,             0.78625,             0.91878,             0.97111,             0.95538,              0.9469,             0.97813
                 254,            0.014963,           0.0054025,          0.00071032,             0.92468,             0.90446,             0.93035,             0.76221,            0.015912,           0.0050026,          0.00092556,          0.00082517,          0.00082517,          0.00082517,             0.58663,             0.85939,             0.46409,             0.80587,             0.86159,             0.85249,             0.80029,             0.86731,             0.89602,             0.99029,             0.78612,             0.91869,             0.97109,             0.95543,             0.94696,             0.97817
                 255,             0.01481,           0.0054485,          0.00069432,             0.92506,             0.90385,             0.93028,             0.76218,            0.015909,           0.0050047,          0.00092368,          0.00081579,          0.00081579,          0.00081579,             0.58651,             0.85948,             0.46434,              0.8059,             0.86129,             0.85231,             0.80014,             0.86746,             0.89583,             0.99017,             0.78578,             0.91883,             0.97109,             0.95542,             0.94697,             0.97815
                 256,            0.014736,           0.0053564,           0.0006905,             0.92505,              0.9042,              0.9303,             0.76218,            0.015915,            0.005005,          0.00092163,           0.0008064,           0.0008064,           0.0008064,             0.58653,             0.85954,             0.46374,             0.80634,             0.86112,             0.85247,             0.80016,             0.86749,               0.896,             0.99021,             0.78573,              0.9189,             0.97106,             0.95537,             0.94706,             0.97806
                 257,            0.014834,           0.0054351,          0.00070046,             0.92563,             0.90399,             0.93033,             0.76189,            0.015928,           0.0050065,          0.00091933,          0.00079701,          0.00079701,          0.00079701,             0.58643,             0.85947,              0.4638,             0.80632,              0.8615,             0.85189,             0.79978,             0.86594,             0.89617,              0.9902,             0.78584,             0.91901,              0.9711,             0.95534,             0.94699,             0.97799
                 258,            0.014885,           0.0054863,          0.00069523,             0.92524,             0.90382,             0.93034,             0.76197,            0.015931,           0.0050074,          0.00091688,          0.00078763,          0.00078763,          0.00078763,             0.58631,             0.85961,             0.46409,             0.80632,             0.86154,             0.85193,             0.80031,             0.86566,             0.89615,             0.99025,             0.78575,             0.91915,              0.9711,             0.95531,             0.94693,             0.97811
                 259,            0.014816,           0.0054674,          0.00069374,             0.92521,             0.90408,             0.93028,             0.76192,            0.015932,           0.0050085,          0.00091454,          0.00077824,          0.00077824,          0.00077824,             0.58628,             0.85956,             0.46365,             0.80643,              0.8615,             0.85197,             0.79991,              0.8661,             0.89618,             0.99027,             0.78508,             0.91931,             0.97115,             0.95529,             0.94693,             0.97806
                 260,            0.014841,           0.0054511,          0.00068075,             0.92466,             0.90498,             0.93034,             0.76192,            0.015937,           0.0050104,          0.00091236,          0.00076885,          0.00076885,          0.00076885,             0.58632,             0.85945,               0.463,              0.8057,             0.86169,             0.85224,             0.80055,             0.86638,             0.89646,             0.99017,              0.7852,              0.9193,             0.97102,             0.95533,             0.94698,             0.97828
                 261,            0.014807,           0.0054523,          0.00070619,             0.92465,              0.9049,             0.92999,             0.76202,            0.015941,           0.0050119,           0.0009099,          0.00075947,          0.00075947,          0.00075947,             0.58636,             0.85953,             0.46326,             0.80573,             0.86178,             0.85233,             0.80053,             0.86667,              0.8963,             0.99017,             0.78254,             0.91917,             0.97104,             0.95535,             0.94712,             0.97825
                 262,            0.014696,           0.0053386,          0.00066928,             0.92451,             0.90513,             0.93014,             0.76198,            0.015943,           0.0050139,          0.00090772,          0.00075008,          0.00075008,          0.00075008,             0.58632,             0.85951,             0.46338,             0.80552,             0.86185,             0.85228,             0.80005,             0.86695,             0.89644,             0.99017,             0.78324,             0.91957,             0.97099,             0.95536,             0.94706,             0.97826
                 263,            0.014789,           0.0055025,          0.00068904,             0.92457,             0.90509,             0.93021,              0.7619,            0.015949,           0.0050152,          0.00090523,          0.00074069,          0.00074069,          0.00074069,              0.5862,             0.85976,             0.46334,             0.80587,             0.86203,             0.85213,             0.79983,             0.86602,             0.89637,             0.99006,             0.78401,             0.91972,             0.97096,             0.95527,             0.94698,             0.97833
                 264,            0.014992,           0.0056456,          0.00067916,             0.92474,              0.9048,             0.93023,             0.76188,            0.015951,           0.0050163,          0.00090313,          0.00073131,          0.00073131,          0.00073131,             0.58624,             0.85975,             0.46242,             0.80618,             0.86201,             0.85215,             0.79988,              0.8664,             0.89633,             0.99008,             0.78409,              0.9199,             0.97088,             0.95521,             0.94708,             0.97823
                 265,            0.014702,           0.0053851,          0.00064768,             0.92429,             0.90525,             0.93035,             0.76224,            0.015959,           0.0050175,          0.00090075,          0.00072192,          0.00072192,          0.00072192,             0.58601,             0.85963,             0.46286,             0.80704,             0.86205,             0.85204,             0.80055,             0.86777,             0.89649,             0.99019,              0.7844,             0.92013,             0.97095,             0.95519,             0.94711,             0.97837
                 266,            0.014682,           0.0055024,          0.00068415,             0.92464,             0.90545,             0.93027,             0.76216,            0.015964,           0.0050183,          0.00089871,          0.00071253,          0.00071253,          0.00071253,             0.58586,             0.85989,             0.46327,             0.80632,             0.86204,             0.85142,             0.80076,              0.8677,              0.8964,             0.99008,             0.78417,             0.92013,             0.97095,             0.95513,             0.94715,             0.97818
                 267,            0.014531,             0.00537,          0.00066371,             0.92394,             0.90606,             0.93028,              0.7622,            0.015966,           0.0050205,            0.000897,          0.00070315,          0.00070315,          0.00070315,             0.58615,             0.85988,             0.46398,             0.80635,             0.86233,             0.85139,             0.80041,              0.8671,             0.89644,             0.99018,             0.78398,             0.92029,             0.97093,             0.95519,             0.94718,             0.97806
                 268,            0.014545,           0.0053928,          0.00063693,             0.92491,             0.90539,             0.93023,             0.76233,            0.015965,           0.0050221,          0.00089469,          0.00069376,          0.00069376,          0.00069376,             0.58595,             0.86006,             0.46388,              0.8064,             0.86248,             0.85226,             0.80017,             0.86745,             0.89641,             0.99017,             0.78344,             0.92033,             0.97101,             0.95508,             0.94726,             0.97818
                 269,            0.014412,           0.0053573,           0.0006516,             0.92721,              0.9033,             0.93035,             0.76209,            0.015967,           0.0050236,          0.00089304,          0.00068437,          0.00068437,          0.00068437,             0.58612,             0.86003,             0.46313,             0.80609,             0.86242,             0.85134,             0.80039,             0.86723,             0.89666,             0.99015,             0.78396,             0.92044,             0.97096,             0.95512,             0.94744,             0.97804
                 270,            0.014665,            0.005463,          0.00067386,             0.92661,             0.90446,             0.93041,             0.76262,             0.01595,            0.005026,          0.00089202,          0.00067499,          0.00067499,          0.00067499,             0.58638,             0.85994,             0.46338,             0.80634,             0.86236,             0.85377,             0.80158,             0.86721,             0.89628,             0.99014,             0.78465,             0.92048,             0.97097,             0.95497,             0.94757,              0.9782
                 271,            0.014636,           0.0054151,          0.00066486,             0.92648,             0.90508,              0.9304,             0.76228,            0.015925,           0.0050273,          0.00089039,           0.0006656,           0.0006656,           0.0006656,             0.58613,              0.8602,              0.4632,             0.80624,             0.86225,             0.85404,             0.79975,             0.86643,             0.89618,             0.99013,              0.7851,             0.92046,             0.97081,             0.95479,             0.94758,             0.97814
                 272,            0.014563,           0.0053961,          0.00064057,             0.92678,             0.90478,             0.93034,              0.7623,            0.015937,            0.005029,          0.00088833,          0.00065621,          0.00065621,          0.00065621,             0.58623,             0.86028,             0.46342,             0.80642,             0.86241,             0.85294,             0.79984,             0.86689,             0.89615,             0.99012,             0.78453,             0.92049,             0.97084,             0.95478,             0.94781,             0.97802
                 273,            0.014681,           0.0054877,          0.00065455,              0.9261,             0.90575,             0.93041,             0.76233,            0.015934,           0.0050307,          0.00088548,          0.00064683,          0.00064683,          0.00064683,             0.58624,             0.86001,             0.46347,             0.80602,             0.86214,              0.8535,             0.79996,             0.86726,              0.8964,             0.99013,             0.78453,             0.92058,             0.97089,             0.95485,              0.9479,             0.97804
                 274,             0.01446,            0.005357,          0.00061102,             0.92604,             0.90584,             0.93037,             0.76239,            0.015924,           0.0050325,          0.00088286,          0.00063744,          0.00063744,          0.00063744,             0.58595,             0.86013,             0.46331,             0.80577,             0.86237,             0.85424,             0.80016,             0.86716,             0.89629,             0.99013,             0.78434,             0.92077,             0.97091,             0.95481,             0.94789,             0.97782
                 275,             0.01454,           0.0054535,          0.00063986,             0.92836,              0.9038,             0.93049,             0.76235,            0.015934,           0.0050345,          0.00088038,          0.00062805,          0.00062805,          0.00062805,             0.58597,              0.8602,             0.46358,             0.80577,             0.86226,             0.85442,              0.8002,             0.86638,             0.89625,             0.99011,             0.78483,             0.92092,             0.97101,             0.95484,             0.94797,             0.97798
                 276,            0.014553,           0.0054539,          0.00064033,             0.92855,             0.90377,             0.93048,             0.76249,            0.015931,           0.0050352,          0.00087812,          0.00061867,          0.00061867,          0.00061867,             0.58586,                0.86,              0.4633,             0.80592,             0.86225,             0.85427,             0.80088,              0.8674,             0.89629,              0.9901,             0.78473,             0.92111,             0.97106,             0.95476,             0.94792,             0.97786
                 277,            0.014497,           0.0053801,          0.00061944,             0.92869,             0.90382,             0.93051,             0.76266,            0.015923,           0.0050375,          0.00087535,          0.00060928,          0.00060928,          0.00060928,             0.58614,             0.86024,             0.46348,             0.80631,             0.86187,             0.85506,             0.80085,             0.86738,             0.89637,             0.99001,              0.7848,             0.92123,             0.97098,             0.95481,             0.94793,             0.97791
                 278,             0.01437,           0.0053972,          0.00060164,             0.92896,             0.90342,             0.93055,             0.76258,            0.015921,           0.0050384,          0.00087193,          0.00059989,          0.00059989,          0.00059989,             0.58605,             0.86008,             0.46333,             0.80622,             0.86238,             0.85448,             0.80094,             0.86718,             0.89633,             0.99004,              0.7846,             0.92143,             0.97109,             0.95484,             0.94793,             0.97813
                 279,            0.014386,           0.0053445,          0.00060256,             0.92672,               0.905,             0.93061,             0.76265,            0.015908,           0.0050403,          0.00086941,          0.00059051,          0.00059051,          0.00059051,             0.58601,              0.8601,             0.46343,             0.80644,              0.8621,             0.85474,             0.80099,             0.86743,             0.89652,             0.99002,              0.7846,             0.92167,             0.97108,             0.95484,             0.94802,             0.97815
                 280,            0.014503,           0.0054769,          0.00063421,             0.92674,             0.90497,             0.93051,             0.76296,            0.015906,           0.0050427,          0.00086672,          0.00058112,          0.00058112,          0.00058112,             0.58612,             0.86037,             0.46388,             0.80666,             0.86236,             0.85591,             0.80059,             0.86778,             0.89658,             0.99003,             0.78349,             0.92169,             0.97103,             0.95491,             0.94805,             0.97826
                 281,            0.014454,           0.0054152,          0.00059545,             0.92897,             0.90287,             0.93037,             0.76273,            0.015916,           0.0050446,          0.00086433,          0.00057173,          0.00057173,          0.00057173,             0.58608,             0.86027,             0.46305,             0.80657,             0.86191,             0.85582,             0.80042,             0.86777,             0.89657,             0.98991,             0.78255,             0.92173,             0.97089,             0.95488,              0.9481,             0.97832
                 282,            0.014786,            0.005501,          0.00063341,             0.92916,              0.9029,             0.93052,             0.76285,            0.015947,           0.0050466,          0.00086227,          0.00056235,          0.00056235,          0.00056235,             0.58626,             0.85987,              0.4636,             0.80672,             0.86217,             0.85579,              0.8008,             0.86762,              0.8969,             0.98997,              0.7826,             0.92194,               0.971,             0.95492,             0.94836,             0.97845
                 283,            0.014514,           0.0053554,          0.00062481,             0.92936,             0.90312,             0.93048,             0.76283,            0.015964,           0.0050476,          0.00085934,          0.00055296,          0.00055296,          0.00055296,             0.58614,              0.8599,             0.46331,             0.80685,              0.8625,             0.85556,             0.80066,             0.86773,             0.89642,             0.98991,             0.78237,             0.92226,             0.97104,             0.95492,             0.94837,             0.97855
                 284,            0.014601,           0.0054959,          0.00062003,              0.9298,             0.90301,             0.93045,              0.7629,            0.015957,           0.0050488,          0.00085685,          0.00054357,          0.00054357,          0.00054357,             0.58617,             0.85996,             0.46287,             0.80706,             0.86255,             0.85602,             0.80048,             0.86812,             0.89664,             0.99005,             0.78178,             0.92219,              0.9711,             0.95501,             0.94838,             0.97848
                 285,             0.01504,           0.0055454,          0.00064917,             0.92984,             0.90289,             0.93044,             0.76291,            0.015964,           0.0050504,          0.00085393,          0.00053419,          0.00053419,          0.00053419,             0.58605,             0.85994,             0.46283,             0.80708,             0.86272,             0.85591,             0.80074,             0.86802,             0.89647,             0.99008,             0.78179,             0.92218,             0.97109,             0.95502,             0.94833,             0.97855
                 286,            0.014866,           0.0055125,          0.00063984,             0.92978,             0.90269,             0.93056,             0.76314,             0.01597,           0.0050508,          0.00085119,           0.0005248,           0.0005248,           0.0005248,             0.58592,             0.86012,             0.46311,             0.80763,             0.86262,             0.85679,             0.80074,             0.86821,             0.89676,             0.98996,             0.78174,             0.92268,             0.97108,             0.95504,             0.94859,             0.97867
                 287,            0.014847,           0.0055064,          0.00063977,             0.92996,             0.90275,             0.93059,             0.76294,            0.015969,           0.0050523,          0.00084856,          0.00051541,          0.00051541,          0.00051541,             0.58604,             0.86012,             0.46303,             0.80715,             0.86261,             0.85649,             0.80036,             0.86775,             0.89683,             0.98996,             0.78178,             0.92269,             0.97103,             0.95512,              0.9486,             0.97871
                 288,            0.015067,           0.0055041,           0.0006438,              0.9312,              0.9023,             0.92994,             0.76252,            0.015973,           0.0050523,          0.00084645,          0.00050603,          0.00050603,          0.00050603,             0.58613,             0.86017,             0.46361,             0.80703,             0.86281,             0.85633,             0.79638,             0.86774,             0.89658,             0.98978,             0.78191,             0.92281,             0.97106,             0.95514,             0.94338,             0.97888
                 289,             0.01488,           0.0053893,          0.00064324,             0.93118,             0.90202,             0.92997,             0.76259,            0.015963,           0.0050531,          0.00084354,          0.00049664,          0.00049664,          0.00049664,             0.58602,             0.86047,             0.46357,             0.80721,             0.86268,             0.85654,             0.79641,             0.86782,             0.89659,             0.98991,             0.78197,             0.92296,             0.97109,             0.95516,             0.94338,              0.9787
                 290,             0.01419,           0.0053781,          0.00061313,             0.93116,             0.90235,             0.92999,             0.76243,            0.015944,           0.0050548,          0.00084051,          0.00048725,          0.00048725,          0.00048725,             0.58601,             0.86022,             0.46347,             0.80731,             0.86276,             0.85621,             0.79569,             0.86782,             0.89674,              0.9899,              0.7817,             0.92302,             0.97108,             0.95514,             0.94337,             0.97897
                 291,            0.014094,           0.0053068,          0.00057932,             0.93117,             0.90219,             0.92996,             0.76243,            0.015954,           0.0050563,          0.00083771,          0.00047787,          0.00047787,          0.00047787,             0.58598,             0.86042,             0.46352,             0.80707,             0.86274,             0.85552,             0.79636,              0.8678,             0.89673,              0.9899,              0.7815,             0.92308,             0.97099,             0.95519,             0.94344,             0.97884
                 292,            0.014115,           0.0052782,          0.00058904,             0.93007,             0.90163,             0.92997,             0.76223,             0.01595,           0.0050591,          0.00083565,          0.00046848,          0.00046848,          0.00046848,             0.58594,             0.86044,             0.46275,             0.80816,              0.8628,             0.85495,             0.79494,              0.8679,             0.89666,             0.98991,             0.78148,             0.92311,             0.97097,             0.95522,             0.94336,             0.97902
                 293,            0.014153,           0.0053155,          0.00057823,             0.93078,             0.90262,              0.9299,             0.76244,            0.015926,           0.0050608,          0.00083308,          0.00045909,          0.00045909,          0.00045909,             0.58584,             0.86049,             0.46236,             0.80789,             0.86318,             0.85577,             0.79577,              0.8682,             0.89671,             0.98977,             0.78088,             0.92317,             0.97103,             0.95527,             0.94343,             0.97893
                 294,            0.014033,            0.005303,          0.00057953,             0.93078,             0.90229,             0.92974,             0.76245,            0.015922,           0.0050635,          0.00082987,          0.00044971,          0.00044971,          0.00044971,             0.58581,             0.86033,             0.46212,             0.80841,             0.86284,             0.85543,              0.7961,              0.8686,             0.89648,             0.98988,             0.77978,             0.92318,             0.97107,             0.95524,             0.94342,             0.97888
                 295,            0.014076,           0.0053063,          0.00054655,             0.92957,             0.90356,             0.92979,             0.76241,            0.015917,           0.0050663,          0.00082743,          0.00044032,          0.00044032,          0.00044032,             0.58589,             0.86026,             0.46194,             0.80859,             0.86305,             0.85505,             0.79544,             0.86904,             0.89657,             0.98976,             0.77968,             0.92339,             0.97123,             0.95533,              0.9434,             0.97895
                 296,            0.014113,           0.0054272,          0.00057609,             0.92996,             0.90338,             0.92981,             0.76242,            0.015916,           0.0050692,          0.00082494,          0.00043093,          0.00043093,          0.00043093,             0.58587,              0.8603,             0.46153,             0.80848,             0.86327,             0.85603,              0.7954,             0.86846,             0.89662,             0.98975,             0.77952,             0.92351,             0.97128,             0.95543,             0.94336,             0.97903
                 297,            0.014166,           0.0054385,          0.00055181,             0.92962,             0.90347,             0.92982,             0.76239,            0.015922,           0.0050722,          0.00082274,          0.00042155,          0.00042155,          0.00042155,             0.58579,             0.86031,             0.46163,             0.80841,             0.86312,             0.85524,             0.79625,             0.86836,             0.89672,             0.98974,             0.77929,             0.92357,             0.97124,             0.95544,             0.94345,              0.9791
